nom_hotel,ref_dossier,date_resa,date_depart,réseau,regroupement_réseau,adu,enf,dep,arr,destination,nts,brut_ttc,cie,achats_prev,comm.,marge_net
HOTEL 20,596229AA59,2025-08-04,2025-09-05,MACOMORP,B2C,2,0,PAR,RHO,RHODES,3,632.32,TO,774.99,0.0,-142.66999999999996
HOTEL 10,640958AA64,2025-02-16,2025-09-05,MACOMORP,B2C,2,0,PAR,HER,CRETE,7,1822.2,TO,1869.84,0.0,-47.63999999999987
HOTEL 13,020158AA02,2025-01-29,2025-09-05,SA,B2B,2,0,NTE,HER,CRETE,8,3438.0,TO,2598.84,548.02,291.1399999999999
HOTEL 10,970409AA97,2025-06-13,2025-09-05,CRELCEL,B2B,2,0,LYS,HER,CRETE,14,3752.0,TO,3185.64,657.72,-91.3599999999999
HOTEL 8,556958AA55,2025-02-18,2025-09-05,SA,B2B,4,0,PAR,HER,CRETE,7,6164.0,TO,4006.4400000000005,965.33,1192.2299999999996
HOTEL 8,857958AA85,2025-02-18,2025-09-05,SA,B2B,2,0,PAR,HER,CRETE,7,2704.0,TO,1987.0200000000002,431.76,285.2199999999998
HOTEL 19,562619AA56,2025-07-16,2025-09-05,SA,B2B,2,0,MRS,RHO,RHODES,7,2770.0,FR,2109.654,458.64,201.70600000000002
HOTEL 18,277309AA27,2025-06-12,2025-09-06,SA,B2B,2,0,PAR,RHO,RHODES,9,3168.0,TO,2398.59,504.34,265.0699999999999
HOTEL 9,322468AA32,2025-02-27,2025-09-06,SA,B2B,2,0,MRS,HER,CRETE,7,2752.0,GQ,1818.9180000000001,438.48,494.60199999999986
HOTEL 3,845678AA84,2025-03-27,2025-09-06,SA,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,9,3478.0,TO,2385.9,532.9,559.1999999999999
HOTEL 1,508029AA50,2025-07-29,2025-09-06,SA,B2B,2,0,BRU,ATH,GRECE CONTINENTALE,10,2962.0,FR,2317.194,490.9,153.90600000000006
HOTEL 18,225019AA22,2025-07-02,2025-09-06,SA,B2B,2,0,PAR,RHO,RHODES,14,7270.0,TO,5122.35,1193.48,954.1699999999996
HOTEL 10,071198AA07,2025-05-06,2025-09-06,TXENML,B2B,2,0,LYS,HER,CRETE,7,2514.0,GQ,2016.1799999999998,233.4,264.4200000000002
HOTEL 11,422768AA42,2025-03-05,2025-09-06,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,2408.0,U2,1911.7259999999999,467.28,28.994000000000142
HOTEL 13,224229AA22,2025-08-02,2025-09-06,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,3230.0,U2,2562.966,564.84,102.19400000000007
HOTEL 9,170909AA17,2025-06-28,2025-09-06,CRELCEL,B2B,2,0,NTE,HER,CRETE,10,3288.0,U2,2460.33,575.28,252.3900000000001
HOTEL 10,111098AA11,2025-05-02,2025-09-06,SA,B2B,2,0,NTE,HER,CRETE,7,2352.0,GQ,1949.3280000000002,364.56,38.111999999999796
HOTEL 20,113868AA11,2025-03-08,2025-09-06,SA,B2B,2,0,LYS,RHO,RHODES,7,1824.0,TO,1668.87,281.9,-126.76999999999987
HOTEL 10,320929AA32,2025-08-25,2025-09-06,SA,B2B,2,0,LYS,HER,CRETE,7,1908.0,GQ,2116.98,289.97,-498.95000000000005
HOTEL 10,073578AA07,2025-03-25,2025-09-06,MACOMORP,B2C,3,0,GVA,HER,CRETE,10,4265.52,U2,3630.465,0.0,635.0550000000003
HOTEL 11,998348AA99,2025-01-14,2025-09-06,MACOMORP,B2C,2,0,BOD,HER,CRETE,7,2258.62,V7,2102.058,0.0,156.5619999999999
HOTEL 10,438519AA43,2025-07-15,2025-09-06,MACOMORP,B2C,4,0,PAR,HER,CRETE,7,4372.0,AF,4018.1760000000004,0.0,353.8239999999996
HOTEL 9,920509AA92,2025-06-16,2025-09-06,MACOMORP,B2C,3,0,PAR,HER,CRETE,7,3847.0,GQ,2713.6259999999997,0.0,1133.3740000000003
HOTEL 18,914409AA91,2025-06-14,2025-09-06,MACOMORP,B2C,2,0,RHO,RHO,RHODES,7,2182.0,NON RENSEIGNÉ,1572.75,0.0,609.25
HOTEL 20,679039AA67,2025-09-01,2025-09-06,MACOMORP,B2C,2,0,LYS,RHO,RHODES,7,1222.0,TO,1300.59,0.0,-78.58999999999992
HOTEL 8,879488AA87,2025-04-17,2025-09-06,MACOMORP,B2C,5,0,PAR,HER,CRETE,7,8743.0,TO,6157.26,0.0,2585.74
HOTEL 9,849668AA84,2025-03-05,2025-09-06,LEVARAK,B2B,2,0,MRS,HER,CRETE,7,3024.0,V7,2127.5280000000002,344.88,551.5919999999998
HOTEL 9,836298AA83,2025-05-10,2025-09-06,CRELCEL,B2B,2,0,PAR,HER,CRETE,10,3324.0,TO,2255.04,575.28,493.68000000000006
HOTEL 10,332229AA33,2025-08-02,2025-09-06,CRELCEL,B2B,2,0,LYS,HER,CRETE,7,1638.0,GQ,1953.1799999999998,262.08,-577.2599999999998
HOTEL 22,034058AA03,2025-01-27,2025-09-06,CRELCEL,B2B,2,0,BSL,SKG,THESSALONIQUE,10,2288.0,U2,1849.3020000000001,388.08,50.61799999999988
HOTEL 13,009229AA00,2025-08-04,2025-09-06,CRELCEL,B2B,2,0,BOD,HER,CRETE,7,3738.0,U2,2971.098,655.92,110.98200000000008
HOTEL 10,180229AA18,2025-08-01,2025-09-06,CRELCEL,B2B,2,0,LYS,HER,CRETE,7,1638.0,GQ,1953.1799999999998,262.08,-577.2599999999998
HOTEL 12,299829AA29,2025-08-25,2025-09-06,CRELCEL,B2B,2,0,PAR,HER,CRETE,7,3252.0,GQ,2794.662,548.64,-91.3019999999998
HOTEL 5,227009AA22,2025-06-03,2025-09-06,CRELCEL,B2B,4,0,BRU,CFU,CORFU,7,4752.0,FR,3653.0280000000002,840.96,258.0119999999997
HOTEL 10,670129AA67,2025-07-30,2025-09-06,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,1730.0,GQ,2037.528,278.64,-586.168
HOTEL 10,375629AA37,2025-08-16,2025-09-06,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,1942.0,GQ,2114.9280000000003,316.8,-489.72800000000035
HOTEL 3,906729AA90,2025-08-20,2025-09-06,CRELCEL,B2B,1,0,PAR,ATH,GRECE CONTINENTALE,7,1855.0,U2,1302.183,324.72,228.09699999999998
HOTEL 10,617709AA61,2025-06-24,2025-09-06,CRELCEL,B2B,2,0,NTE,HER,CRETE,7,2050.0,GQ,1949.3280000000002,335.88,-235.2080000000002
HOTEL 3,995509AA99,2025-06-17,2025-09-06,MACOMORP,B2C,2,0,PAR,ATH,GRECE CONTINENTALE,7,2216.76,GQ,1949.5710000000001,0.0,267.1890000000001
HOTEL 18,232598AA23,2025-05-17,2025-09-06,MACOMORP,B2C,2,0,PAR,RHO,RHODES,6,2682.0,TO,1839.69,0.0,842.31
HOTEL 3,747429AA74,2025-08-09,2025-09-06,MACOMORP,B2C,2,0,PAR,ATH,GRECE CONTINENTALE,7,2573.48,U2,2127.0060000000003,0.0,446.4739999999997
HOTEL 12,056619AA05,2025-07-17,2025-09-06,MACOMORP,B2C,2,0,PAR,HER,CRETE,7,2973.18,GQ,2581.074,0.0,392.10599999999977
HOTEL 13,139068AA13,2025-02-20,2025-09-06,MACOMORP,B2C,2,0,PAR,HER,CRETE,10,3852.0,TO,2825.64,0.0,1026.3600000000001
HOTEL 11,234948AA23,2025-01-25,2025-09-06,MACOMORP,B2C,2,0,PAR,HER,CRETE,7,2670.0,TO,2020.0320000000002,0.0,649.9679999999998
HOTEL 11,218948AA21,2025-01-26,2025-09-06,MACOMORP,B2C,2,0,PAR,HER,CRETE,7,2616.0,TO,1976.472,0.0,639.528
HOTEL 5,116419AA11,2025-07-12,2025-09-06,RUOFERRAC,B2B,2,0,PAR,CFU,CORFU,14,4002.0,U2,2971.476,716.04,314.4839999999999
HOTEL 9,413909AA41,2025-06-28,2025-09-06,RUOFERRAC,B2B,2,0,PAR,HER,CRETE,7,2682.0,TO,2014.0200000000002,468.91,199.06999999999977
HOTEL 18,016038AA01,2024-12-05,2025-09-06,RUOFERRAC,B2B,1,0,PAR,RHO,RHODES,29,6143.0,TO,4098.195000000001,1110.96,933.8449999999993
HOTEL 20,531429AA53,2025-08-08,2025-09-06,RUOFERRAC,B2B,2,0,PAR,RHO,RHODES,14,3614.0,TO,2841.39,633.05,139.56000000000017
HOTEL 20,992039AA99,2025-08-29,2025-09-06,RUOFERRAC,B2B,2,0,LYS,RHO,RHODES,7,1776.0,V7,1386.414,286.78,102.80600000000004
HOTEL 2,286629AA28,2025-08-17,2025-09-06,RUOFERRAC,B2B,1,0,PAR,ATH,GRECE CONTINENTALE,7,1618.0,TO,1323.72,281.83,12.449999999999989
HOTEL 9,838598AA83,2025-05-19,2025-09-06,RUOFERRAC,B2B,2,0,PAR,HER,CRETE,9,3174.0,A3,2305.422,436.32,432.258
HOTEL 3,947398AA94,2025-05-13,2025-09-06,RUOFERRAC,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,7,2322.0,U2,1610.658,408.33,303.0120000000001
HOTEL 10,233388AA23,2025-04-13,2025-09-06,GPV,B2B,2,0,PAR,HER,CRETE,9,2176.0,A3,2082.312,327.36,-233.6719999999999
HOTEL 1,433209AA43,2025-06-08,2025-09-06,GPV,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,4,1434.0,GQ,1095.588,195.2,143.21200000000005
HOTEL 19,814829AA81,2025-08-22,2025-09-06,GPV,B2B,2,0,BRU,RHO,RHODES,7,2584.0,FR,2002.2840000000003,407.04,174.67599999999965
HOTEL 1,890219AA89,2025-07-06,2025-09-06,GPV,B2B,3,0,PAR,ATH,GRECE CONTINENTALE,6,2475.0,U2,2000.34,372.48,102.18000000000006
HOTEL 8,995148AA99,2025-01-10,2025-09-06,FSAVAH,B2B,2,0,LIL,HER,CRETE,14,5390.0,V7,3442.7520000000004,862.85,1084.3979999999997
HOTEL 8,977088AA97,2025-04-07,2025-09-06,SA,B2B,4,0,PAR,HER,CRETE,10,7588.0,TO,5653.98,1231.78,702.2400000000005
HOTEL 1,934368AA93,2025-02-25,2025-09-06,VEC,GROUPES,2,0,LYS,ATH,GRECE CONTINENTALE,7,2400.0,TO,1767.456,0.0,632.5440000000001
HOTEL 8,057098AA05,2025-05-05,2025-09-06,VEC,GROUPES,2,0,MRS,HER,CRETE,7,4000.0,V7,2528.658,0.0,1471.342
HOTEL 18,895509AA89,2025-06-17,2025-09-06,SAVAH,B2B,2,0,PAR,RHO,RHODES,7,2700.0,TO,2072.79,425.71,201.50000000000006
HOTEL 11,507129AA50,2025-07-31,2025-09-06,SA,B2B,2,0,LYS,HER,CRETE,7,2164.0,GQ,2167.38,328.95,-332.3300000000001
HOTEL 10,433588AA43,2025-04-18,2025-09-06,TJ,B2C,1,0,PAR,HER,CRETE,6,1748.0,A3,1260.477,0.0,487.5229999999999
HOTEL 10,172288AA17,2025-04-11,2025-09-06,TJ,B2C,2,0,BOD,HER,CRETE,7,2324.0,V7,2064.0240000000003,0.0,259.97599999999966
HOTEL 3,337758AA33,2025-02-13,2025-09-06,TJ,B2C,4,0,NCE,ATH,GRECE CONTINENTALE,10,5284.0,U2,4197.204000000001,0.0,1086.7959999999994
HOTEL 10,607429AA60,2025-08-09,2025-09-06,CRELCEL,B2B,2,0,LYS,HER,CRETE,7,1860.0,GQ,2116.98,302.04,-559.02
HOTEL 10,012468AA01,2025-02-27,2025-09-06,CRELCEL,B2B,2,0,NTE,HER,CRETE,14,3592.0,U2,3113.694,628.92,-150.61399999999992
HOTEL 2,179729AA17,2025-08-21,2025-09-06,MACOMORP,B2C,1,0,LIL,ATH,GRECE CONTINENTALE,7,1571.2,V7,1411.164,0.0,160.03600000000006
HOTEL 8,340248AA34,2025-01-11,2025-09-06,FSAVAH,B2B,2,0,LIL,HER,CRETE,7,4062.0,V7,2225.952,639.74,1196.3079999999998
HOTEL 7,564829AA56,2025-08-23,2025-09-06,EZNACAVULB,B2B,2,0,MIL,CFU,CORFU,7,1910.0,U2,1475.5140000000001,286.5,147.98599999999988
HOTEL 10,678758AA67,2025-02-13,2025-09-06,GPV,B2B,4,0,HER,HER,CRETE,10,4216.0,NON RENSEIGNÉ,3654.0,632.4,-70.39999999999998
HOTEL 20,285319AA28,2025-07-09,2025-09-06,EBMOCRUOT,B2B,2,0,BRU,RHO,RHODES,10,2600.0,FR,1956.114,430.08,213.80599999999998
HOTEL 1,839129AA83,2025-08-01,2025-09-06,TJ,B2C,2,0,PAR,ATH,GRECE CONTINENTALE,7,2393.3,U2,2183.8770000000004,0.0,209.42299999999977
HOTEL 5,467388AA46,2025-04-14,2025-09-06,CRELCEL,B2B,2,0,PAR,CFU,CORFU,14,3324.0,U2,2868.264,387.6,68.13599999999985
HOTEL 22,266329AA26,2025-08-06,2025-09-06,ANIPLASIC,B2B,2,0,MIL,SKG,THESSALONIQUE,7,1894.0,FR,1543.8600000000001,284.1,66.03999999999985
HOTEL 11,950229AA95,2025-08-01,2025-09-06,MACOMORP,B2C,2,0,PAR,HER,CRETE,7,2059.48,GQ,2314.485,0.0,-255.0050000000001
HOTEL 19,745209AA74,2025-06-09,2025-09-06,PV,B2B,2,0,PAR,RHO,RHODES,7,2840.0,TO,2519.9280000000003,0.0,320.07199999999966
HOTEL 13,361719AA36,2025-07-18,2025-09-06,SA,B2B,2,0,NTE,HER,CRETE,7,2646.0,GQ,2528.9280000000003,409.92,-292.84800000000035
HOTEL 10,163098AA16,2025-05-03,2025-09-06,CRELCEL,B2B,2,0,PAR,HER,CRETE,9,2828.0,A3,2214.99,485.64,127.37000000000023
HOTEL 12,654119AA65,2025-07-04,2025-09-06,SA,B2B,2,0,PAR,HER,CRETE,7,3592.0,GQ,2953.962,575.9,62.138000000000034
HOTEL 5,847629AA84,2025-08-17,2025-09-07,PV,B2B,2,0,MRS,CFU,CORFU,5,1846.0,FR,1452.456,0.0,393.5440000000001
HOTEL 5,520329AA52,2025-08-04,2025-09-07,PV,B2B,2,0,PAR,CFU,CORFU,7,1644.0,TO,2099.844,0.0,-455.84400000000005
HOTEL 5,187229AA18,2025-08-04,2025-09-07,PV,B2B,2,0,PAR,CFU,CORFU,7,1738.0,TO,2154.132,0.0,-416.13200000000006
HOTEL 2,657819AA65,2025-07-23,2025-09-07,PATERP,B2B,2,0,BOD,ATH,GRECE CONTINENTALE,10,3006.0,U2,2417.886,489.22,98.894
HOTEL 3,996729AA99,2025-08-20,2025-09-07,RUOFERRAC,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,10,3086.0,TO,2460.24,534.28,91.48000000000025
HOTEL 9,525909AA52,2025-06-29,2025-09-07,PV,B2B,2,0,BRU,HER,CRETE,7,2530.0,FR,2099.808,0.0,430.192
HOTEL 5,908629AA90,2025-08-18,2025-09-07,MACOMORP,B2C,1,0,PAR,CFU,CORFU,7,1598.87,TO,1477.701,0.0,121.16899999999987
HOTEL 7,202919AA20,2025-07-24,2025-09-07,MACOMORP,B2C,3,0,PAR,CFU,CORFU,7,2622.01,TO,2464.587,0.0,157.42300000000023
HOTEL 5,659139AA65,2025-09-03,2025-09-07,MACOMORP,B2C,3,0,PAR,CFU,CORFU,7,2279.66,TO,2787.9390000000003,0.0,-508.27900000000045
HOTEL 1,445719AA44,2025-07-19,2025-09-07,CRELCEL,B2B,2,0,NTE,ATH,GRECE CONTINENTALE,3,840.0,V7,932.652,114.84,-207.49200000000005
HOTEL 5,330058AA33,2025-01-27,2025-09-07,MACOMORP,B2C,2,0,PAR,CFU,CORFU,10,2402.6,TO,2355.867,0.0,46.73299999999972
HOTEL 10,857288AA85,2025-04-12,2025-09-07,MACOMORP,B2C,2,0,PAR,HER,CRETE,9,2176.8,TO,2273.04,0.0,-96.23999999999978
HOTEL 9,382638AA38,2024-12-26,2025-09-07,TJ,B2C,8,0,PAR,HER,CRETE,6,7986.48,TO,7063.992,0.0,922.4879999999994
HOTEL 9,092638AA09,2024-12-26,2025-09-07,TJ,B2C,3,0,PAR,HER,CRETE,6,3029.55,TO,2606.526,0.0,423.02400000000034
HOTEL 8,959618AA95,2024-10-21,2025-09-07,FSAVAH,B2B,2,0,LIL,HER,CRETE,21,7982.0,GQ,4954.7519999999995,1318.46,1708.7880000000005
HOTEL 8,478918AA47,2024-11-02,2025-09-07,FSAVAH,B2B,2,0,PAR,HER,CRETE,14,4474.0,U2,3245.1479999999997,733.82,495.03200000000027
HOTEL 2,980139AA98,2025-09-01,2025-09-07,TJ,B2C,2,0,BOD,ATH,GRECE CONTINENTALE,7,2278.0,U2,2083.0860000000002,0.0,194.91399999999976
HOTEL 5,405329AA40,2025-08-06,2025-09-07,SAVAH,B2B,2,0,PAR,CFU,CORFU,9,3472.0,TO,2371.59,555.07,545.3399999999998
HOTEL 7,941188AA94,2025-04-08,2025-09-07,SAVAH,B2B,4,0,PAR,CFU,CORFU,9,4108.0,TO,3295.98,633.7,178.31999999999994
HOTEL 20,343288AA34,2025-04-11,2025-09-07,SAVAH,B2B,1,0,PAR,RHO,RHODES,13,2358.0,TO,1368.45,395.31,594.24
HOTEL 9,953258AA95,2025-01-31,2025-09-07,MACOMORP,B2C,2,0,PAR,HER,CRETE,10,2918.0,A3,2197.368,0.0,720.6320000000001
HOTEL 7,715788AA71,2025-04-24,2025-09-07,FSAVAH,B2B,2,0,PAR,CFU,CORFU,7,1606.0,TO,1468.323,236.54,-98.86300000000008
HOTEL 20,443258AA44,2025-01-31,2025-09-07,FSAVAH,B2B,2,0,LIL,RHO,RHODES,14,4092.0,V7,3481.794,641.09,-30.8839999999999
HOTEL 19,569729AA56,2025-08-21,2025-09-07,PATERP,B2B,2,0,LIL,RHO,RHODES,7,2838.0,V7,2381.7960000000003,409.03,47.17399999999975
HOTEL 3,260828AA26,2024-11-29,2025-09-07,WOHS,B2B,2,0,NTE,ATH,GRECE CONTINENTALE,10,2188.0,V7,1998.126,190.0,-0.12599999999997635
HOTEL 10,537988AA53,2025-05-01,2025-09-07,GPV,B2B,2,0,HER,HER,CRETE,7,1462.0,NON RENSEIGNÉ,1375.2,233.92,-147.12000000000003
HOTEL 20,229468AA22,2025-02-28,2025-09-07,RUOFERRAC,B2B,2,0,NTE,RHO,RHODES,7,2192.0,TO,1629.27,376.01,186.72000000000003
HOTEL 5,229719AA22,2025-07-21,2025-09-07,RUOFERRAC,B2B,2,0,PAR,CFU,CORFU,7,2298.0,TO,1925.7479999999998,388.13,-15.877999999999815
HOTEL 1,823229AA82,2025-08-02,2025-09-07,RUOFERRAC,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,7,2496.0,TO,1969.8210000000001,425.95,100.22899999999987
HOTEL 3,670248AA67,2025-01-11,2025-09-07,MACOMORP,B2C,2,0,PAR,ATH,GRECE CONTINENTALE,10,2256.0,A3,1971.09,0.0,284.9100000000001
HOTEL 5,096388AA09,2025-04-14,2025-09-07,CRELCEL,B2B,5,0,PAR,CFU,CORFU,7,5143.0,TO,4431.78,562.56,148.6600000000003
HOTEL 5,337288AA33,2025-04-12,2025-09-07,CRELCEL,B2B,4,0,PAR,CFU,CORFU,7,3516.0,TO,3851.4959999999996,373.92,-709.4159999999997
HOTEL 7,032688AA03,2025-04-21,2025-09-07,CRELCEL,B2B,2,0,PAR,CFU,CORFU,10,2311.0,TO,2349.441,385.38,-423.8209999999998
HOTEL 2,414429AA41,2025-08-08,2025-09-07,CRELCEL,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,7,2154.0,TO,2006.6399999999999,238.56,-91.19999999999987
HOTEL 20,193929AA19,2025-08-26,2025-09-07,CRELCEL,B2B,2,0,NTE,RHO,RHODES,7,2230.0,TO,1743.3899999999999,375.12,111.49000000000012
HOTEL 5,779319AA77,2025-07-10,2025-09-07,CRELCEL,B2B,2,0,PAR,CFU,CORFU,7,1886.0,TO,1925.7479999999998,202.32,-242.0679999999998
HOTEL 2,778919AA77,2025-07-26,2025-09-07,CRELCEL,B2B,2,0,NTE,ATH,GRECE CONTINENTALE,10,2868.0,V7,2366.784,322.56,178.6559999999999
HOTEL 10,624678AA62,2025-03-27,2025-09-07,CRELCEL,B2B,2,0,PAR,HER,CRETE,8,2082.0,TO,1927.44,237.6,-83.04000000000005
HOTEL 8,817318AA81,2024-10-09,2025-09-07,CRELCEL,B2B,2,0,LIL,HER,CRETE,7,2476.0,GQ,1700.352,421.56,354.0879999999999
HOTEL 5,807468AA80,2025-02-28,2025-09-07,CRELCEL,B2B,2,0,NTE,CFU,CORFU,7,2158.0,U2,1864.944,368.64,-75.58399999999995
HOTEL 10,989878AA98,2025-04-02,2025-09-07,CRELCEL,B2B,2,0,PAR,HER,CRETE,9,2046.0,TO,2102.04,257.04,-313.08
HOTEL 8,378988AA37,2025-05-02,2025-09-07,CRELCEL,B2B,3,0,PAR,HER,CRETE,7,5055.0,U2,3010.0409999999997,765.65,1279.3090000000002
HOTEL 5,219229AA21,2025-08-04,2025-09-07,PV,B2B,2,0,MRS,CFU,CORFU,7,1740.0,FR,1718.5140000000001,0.0,21.485999999999876
HOTEL 7,994729AA99,2025-08-19,2025-09-07,MACOMORP,B2C,6,0,PAR,CFU,CORFU,7,4144.0,TO,4675.644,0.0,-531.6440000000002
HOTEL 22,371139AA37,2025-09-01,2025-09-07,MACOMORP,B2C,2,0,BRU,SKG,THESSALONIQUE,10,3282.0,LH,2610.7200000000003,0.0,671.2799999999997
HOTEL 5,428139AA42,2025-09-03,2025-09-07,MACOMORP,B2C,2,0,PAR,CFU,CORFU,7,1440.62,TO,1897.398,0.0,-456.778
HOTEL 7,775529AA77,2025-08-12,2025-09-07,MACOMORP,B2C,2,0,TLS,CFU,CORFU,7,1219.72,FR,1191.114,0.0,28.605999999999995
HOTEL 3,259348AA25,2025-01-15,2025-09-07,MACOMORP,B2C,2,0,PAR,ATH,GRECE CONTINENTALE,14,3191.2,A3,3005.694,0.0,185.50599999999986
HOTEL 5,266119AA26,2025-07-05,2025-09-07,IUT,B2B,2,0,TLS,CFU,CORFU,7,2038.0,FR,1623.114,311.69,103.19599999999997
HOTEL 20,583139AA58,2025-09-02,2025-09-07,CRELCEL,B2B,2,0,NTE,RHO,RHODES,4,1112.0,TO,929.79,116.4,65.81000000000003
HOTEL 7,936629AA93,2025-08-16,2025-09-07,LEVARAK,B2B,2,0,PAR,CFU,CORFU,9,2554.0,TO,1957.59,286.32,310.0900000000001
HOTEL 10,980758AA98,2025-02-12,2025-09-07,SA,B2B,5,0,PAR,HER,CRETE,11,7636.0,TO,7055.1,1366.0,-785.1000000000004
HOTEL 18,604588AA60,2025-04-18,2025-09-07,SA,B2B,5,0,NTE,RHO,RHODES,7,9405.0,TO,6413.175,1507.8,1484.0249999999999
HOTEL 1,638219AA63,2025-07-08,2025-09-07,SA,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,7,2588.0,TO,1946.664,404.88,236.45600000000002
HOTEL 22,286119AA28,2025-07-05,2025-09-08,SA,B2B,1,0,PAR,SKG,THESSALONIQUE,7,1729.2,TO,1206.594,269.16,253.44599999999997
HOTEL 18,122098AA12,2025-05-03,2025-09-08,SA,B2B,2,0,PAR,RHO,RHODES,8,3088.0,TO,2187.99,490.9,409.11000000000024
HOTEL 19,425219AA42,2025-07-07,2025-09-08,SA,B2B,2,0,PAR,RHO,RHODES,9,3404.0,TO,2634.57,543.98,225.44999999999982
HOTEL 12,030429AA03,2025-08-07,2025-09-08,SA,B2B,2,0,NTE,HER,CRETE,7,4044.0,TO,3217.14,661.24,165.62000000000012
HOTEL 8,022258AA02,2025-01-31,2025-09-08,MOCRUOT,B2B,2,0,PAR,HER,CRETE,7,3258.0,TO,1979.8200000000002,512.74,765.4399999999998
HOTEL 1,343819AA34,2025-07-22,2025-09-08,MOCRUOT,B2B,1,0,NCE,ATH,GRECE CONTINENTALE,10,2388.0,A3,1622.718,383.04,382.2419999999999
HOTEL 12,571019AA57,2025-07-01,2025-09-08,SA,B2B,2,1,NTE,HER,CRETE,4,3367.0,TO,2550.798,537.94,278.26200000000017
HOTEL 11,950888AA95,2025-04-26,2025-09-08,SA,B2B,2,0,LYS,HER,CRETE,7,2858.0,TO,2123.64,461.33,273.03000000000014
HOTEL 9,009748AA00,2025-01-22,2025-09-08,SA,B2B,2,0,NTE,HER,CRETE,7,1958.0,TO,1795.491,366.58,-204.07099999999997
HOTEL 13,162119AA16,2025-07-04,2025-09-08,SA,B2B,1,0,PAR,HER,CRETE,9,2439.0,TO,1711.62,399.17,328.2100000000001
HOTEL 19,503919AA50,2025-07-24,2025-09-08,MACOMORP,B2C,2,0,PAR,RHO,RHODES,7,2704.0,TO,2134.5299999999997,0.0,569.4700000000003
HOTEL 10,567229AA56,2025-08-04,2025-09-08,MACOMORP,B2C,4,0,PAR,HER,CRETE,10,5774.0,TO,5308.38,0.0,465.6199999999999
HOTEL 9,217888AA21,2025-04-28,2025-09-08,MACOMORP,B2C,2,0,PAR,HER,CRETE,7,2390.8,TO,1776.42,0.0,614.3800000000001
HOTEL 13,861268AA86,2025-02-22,2025-09-08,LEVARAK,B2B,2,0,NTE,HER,CRETE,5,2498.0,TO,1801.44,284.4,412.15999999999997
HOTEL 8,488968AA48,2025-03-11,2025-09-08,CRELCEL,B2B,2,0,PAR,HER,CRETE,9,3504.0,TO,2315.7000000000003,608.04,580.2599999999998
HOTEL 1,109058AA10,2025-01-28,2025-09-08,CRELCEL,B2B,2,0,PAR,ATH,GRECE CONTINENTALE,6,1602.0,TO,1425.888,166.08,10.032000000000068
HOTEL 3,757109AA75,2025-06-06,2025-09-08,CRELCEL,B2B,2,0,LYS,ATH,GRECE CONTINENTALE,7,3174.0,U2,2061.6659999999997,554.4,557.9340000000003
HOTEL 11,592598AA59,2025-05-17,2025-09-08,CRELCEL,B2B,3,0,NTE,HER,CRETE,7,5907.0,TO,4000.32,895.75,1010.9299999999998
HOTEL 13,886419AA88,2025-07-12,2025-09-08,MACOMORP,B2C,2,0,LYS,HER,CRETE,9,3638.0,TO,2775.24,0.0,862.7600000000002
HOTEL 22,411819AA41,2025-07-21,2025-09-08,RUOFERRAC,B2B,2,0,PAR,SKG,THESSALONIQUE,14,3266.0,FR,2521.926,592.29,151.7840000000001
HOTEL 10,214868AA21,2025-03-08,2025-09-08,RUOFERRAC,B2B,2,0,LYS,HER,CRETE,10,2682.0,TO,2282.04,474.79,-74.82999999999998
HOTEL 19,274729AA27,2025-08-19,2025-09-08,GPV,B2B,2,0,BRU,RHO,RHODES,8,2568.0,FR,2003.904,404.48,159.61599999999999
HOTEL 22,165929AA16,2025-08-27,2025-09-08,GPV,B2B,2,0,PAR,SKG,THESSALONIQUE,10,2580.0,TO,2147.85,338.24,93.91000000000008
HOTEL 10,057768AA05,2025-03-06,2025-09-08,GPV,B2B,2,0,HER,HER,CRETE,14,2838.0,NON RENSEIGNÉ,2547.0,425.7,-134.7
HOTEL 13,394819AA39,2025-07-22,2025-09-08,PATERP,B2B,1,0,PAR,HER,CRETE,7,1782.0,TO,1245.0600000000002,268.16,268.7799999999998
HOTEL 11,616119AA61,2025-07-05,2025-09-08,FSAVAH,B2B,2,0,MPL,HER,CRETE,7,2820.0,TO,2206.44,454.61,158.94999999999993
HOTEL 10,009629AA00,2025-08-18,2025-09-08,MACOMORP,B2C,2,0,LUX,HER,CRETE,7,2468.0,LH,2228.2380000000003,0.0,239.76199999999972
HOTEL 3,112038AA11,2024-12-04,2025-09-08,PEDNI,B2B,2,0,MRS,ATH,GRECE CONTINENTALE,13,3326.0,A3,2727.018,546.12,52.861999999999966
HOTEL 18,485688AA48,2025-04-22,2025-09-08,SA,B2B,2,0,PAR,RHO,RHODES,10,3890.0,TO,2706.39,625.3,558.3100000000002
